PROMOCION;MES;SKU ;PRODUCTO;LABORATORIO;FECHA;DESCUENTO
DIA DEL AHORRO;OCTUBRE;26504;Corrector Smart Shade 020 Light/Medium Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26522;Polvo Smartshade 100 Light X 5.7 Gr Negro Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26523;Polvo Smart Shade 200 Light/Medium Mine X 5.7 Gr Negro Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26542;Base Blest Blend Buff 120 X 30 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26543;Base Blest Blend Neutral 130 X 30 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26544;Base Blest Blend Beige 140 X 30 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26545;Base Blest Blend Sand Beige 160 X 30 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26546;Base Blest Blend Caramel190 X 30 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26547;Base Blest Blend Porcelain 100 X 30 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26549;Pestañina Long For It Cafe 603 X 10 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26550;Paleta Pops Fabulista 020 X 4.5 G Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26552;Sombra Cause A Stir 110 X 3.5G Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26553;Sombra Never Settle 120 X 3.5G Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26556;Sombra Throwing Shade 240 X 3.5G Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26557;Sombra Making A Statement 200 X 3.5G Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26585;Labial Barra 120 Go Wild Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26586;Labial Barra 130 Worry Less Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26588;Labial Barra 150 Be Fearless Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26590;Labial Barra 180 Get Crazy Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26591;Labial Barra 210 Neverregret Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26592;Labial Barra 220 Live Happy Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26593;Labial Barra 230 Love Yourself Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26594;Labial Barra 190 Insta Queen Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26595;Labial Barra 240 Call Out Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26596;Labial Barra 260 Skip The Gym Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26597;Labial Barra 280 Believe Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26598;Labial Barra 250 Slep Later Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26599;Labial Barra 300 Love Big Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26600;Base Smart Shade Antiaging 400 Money Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26601;Base Smart Shade 500 Fonce Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26604;Sombra Individualista 170 X 3.5G Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26605;Polvo All Set 500 Deep Like Me X 5.7G Negro Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26606;Corrector Clear Blemish Armor 100 Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26646;Sombra Velvet Foil Crema Cupid Glaze X 10.65 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26647;Sombra Velvet Foil Crema Golden Vibes X 10.65 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26648;Sombra Velvet Foil Crema Ruby Glam X 10.65 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26649;Sombra Velvet Foil Crema Astro Girl X 10.65 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26650;Sombra Velvet Foil Crema Out Of The Woods X 10.65 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26663;Delineador Cejas Gel 020 Brown X 7.1 Ml Larga Duración;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26689;Rubor 400 Wild Berry X 5 Gr Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26690;Rubor 300 Pink Flush X 5 Gr Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26691;Rubor 200 So Peachy X 5 Gr Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26692;Rubor 100 Nearly Nude X 5 Gr Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26709;Lapiz Delineador Intense Rich Black Gel X 1.3 Gr Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26710;Lapiz Delineador Intense Deep Chestnut X 1.3 Gr Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;26711;Pestañina Length & Lift Negra X 7.1 Ml Almay;ALMAY;31 DE OCTUBRE Y 1 DE NOVIEMBRE;25%
DIA DEL AHORRO;OCTUBRE;49001;Finura X 70 Tabletas;ANTIOXIDANTECH;31 DE OCTUBRE Y 1 DE NOVIEMBRE;10%
DIA DEL AHORRO;OCTUBRE;49003;Profitech X 55 Capsulas;ANTIOXIDANTECH;31 DE OCTUBRE Y 1 DE NOVIEMBRE;10%
DIA DEL AHORRO;OCTUBRE;49005;Parul 320 Mg X 55 Caps Exento;ANTIOXIDANTECH;31 DE OCTUBRE Y 1 DE NOVIEMBRE;10%
DIA DEL AHORRO;OCTUBRE;49007;Tesitura Emulsión Antioxidante X 30Gr;ANTIOXIDANTECH;31 DE OCTUBRE Y 1 DE NOVIEMBRE;10%
DIA DEL AHORRO;OCTUBRE;49009;Viatsa Gel X 50 Ml;ANTIOXIDANTECH;31 DE OCTUBRE Y 1 DE NOVIEMBRE;10%
DIA DEL AHORRO;OCTUBRE;49010;Ferulic Q Emulsion X 30Ml;ANTIOXIDANTECH;31 DE OCTUBRE Y 1 DE NOVIEMBRE;10%
DIA DEL AHORRO;OCTUBRE;49012;Finura Shampoo 2 En 1 X 473Ml;ANTIOXIDANTECH;31 DE OCTUBRE Y 1 DE NOVIEMBRE;10%
DIA DEL AHORRO;OCTUBRE;49015;Finura Tonico Capilar X 60Ml;ANTIOXIDANTECH;31 DE OCTUBRE Y 1 DE NOVIEMBRE;10%
DIA DEL AHORRO;OCTUBRE;49018;Tesitura Nf Anti-Aging 240 Gr X 30 Sobres;ANTIOXIDANTECH;31 DE OCTUBRE Y 1 DE NOVIEMBRE;10%
DIA DEL AHORRO;OCTUBRE;49019;Tesitura Nf Probioticos Y Prebioticos 14 Sobres 3.5 Gr;ANTIOXIDANTECH;31 DE OCTUBRE Y 1 DE NOVIEMBRE;10%
DIA DEL AHORRO;OCTUBRE;49020;Tesitura Nf Antiox 30 Sobres 2 Gr;ANTIOXIDANTECH;31 DE OCTUBRE Y 1 DE NOVIEMBRE;10%
DIA DEL AHORRO;OCTUBRE;22257;Apivita Express Beauty Face Mask Green Clay Sachets 2 X 8 Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22258;Apivita Express Beauty Face Mask Propolis Sachets 2 X 8 Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22259;Apivita Aqua Beelicious Booster Serum X 30Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22260;Apivita Aqua Beelicious Gel Contorno Ojos X 15Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22261;Apivita Aqua Beelicious Oil-Free Gel Crema X 40Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22262;Apivita Bee Radiant Contorno Ojos X 15Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22263;Apivita Bee Radiant Gel-Cream Light X 50Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22264;Apivita Bee Radiant Serum X 30Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22265;Apivita Black Detox Cleansing Face & Eyes Gel X 150 Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22266;Apivita Cleansing Face & Eyes Creamy Foam X 200Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22267;Apivita Express Beauty Eye Mask Ginkgo Biloba Sachets 2 X 2 Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22268;Apivita Express Beauty Face Mask Aloe Sachets 2 X 8Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22269;Apivita Express Beauty Face Mask Cucumber Sachets 2 X 8Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22270;Apivita Express Beauty Face Mask Grape Sachets 2 X 8Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22271;Apivita Express Beauty Face Mask Olive Sachets 2 X 8Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22272;Apivita Express Beauty Face Mask Orange Sachets 2 X 8Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22273;Apivita Express Beauty Face Mask Prickly Pear Sachets 2 X 8Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
DIA DEL AHORRO;OCTUBRE;22274;Apivita Express Beauty Face Mask Royal Jelly Sachtes 2 X 8Ml;APIVITA;31 DE OCTUBRE Y 1 DE NOVIEMBRE;20%
